"","anger","anticipation","disgust","fear","joy","sadness","surprise","trust","negative","positive","score"
"1",1,7,1,3,9,3,3,11,6,24,18
"2",0,0,1,0,0,0,0,0,1,0,-1
"3",3,14,1,2,9,3,1,13,6,22,16
"4",2,10,2,1,9,4,3,12,4,14,10
"5",0,0,0,0,1,0,0,2,0,2,2
"6",0,1,0,0,2,0,1,2,2,2,0
"7",0,0,0,0,0,0,0,1,0,1,1
"8",0,2,0,0,3,0,0,5,0,3,3
"9",1,0,0,0,1,1,1,3,2,6,4
"10",1,3,1,0,2,2,0,4,2,11,9
"11",0,2,0,0,3,0,2,4,0,4,4
"12",1,14,1,4,15,5,2,13,4,27,23
"13",1,4,0,2,3,2,2,4,2,6,4
"14",0,3,1,1,3,0,1,2,2,5,3
"15",1,2,1,0,1,0,1,1,2,3,1
"16",1,3,1,2,3,2,2,4,6,6,0
"17",1,3,0,0,3,0,1,4,2,5,3
"18",2,10,2,1,7,3,2,13,7,18,11
"19",1,5,0,1,7,0,1,6,1,20,19
"20",1,1,0,1,1,2,0,0,3,2,-1
"21",3,14,1,3,14,8,8,15,8,26,18
"22",1,2,2,1,4,2,2,2,2,8,6
"23",0,6,0,2,3,0,2,2,2,6,4
"24",0,0,0,0,0,0,0,0,0,2,2
"25",0,0,0,0,0,0,0,0,0,1,1
"26",0,1,0,0,1,0,1,2,0,2,2
"27",0,2,0,0,6,0,2,5,1,10,9
"28",1,2,0,1,3,1,0,2,3,5,2
"29",0,7,1,0,5,0,2,5,3,9,6
"30",0,4,0,0,5,0,1,5,0,7,7
"31",0,0,0,0,0,0,0,0,0,1,1
"32",0,0,1,0,1,1,0,2,2,2,0
"33",0,1,0,0,1,0,0,2,0,4,4
"34",1,2,1,2,2,1,3,3,1,3,2
"35",1,3,0,0,3,0,1,3,3,5,2
"36",0,1,0,0,1,0,0,1,0,4,4
"37",0,6,0,1,8,1,3,7,1,15,14
"38",2,4,2,0,3,2,1,4,2,5,3
"39",0,1,0,0,2,0,0,2,1,2,1
"40",0,3,0,0,1,0,0,1,0,3,3
"41",1,2,0,1,3,0,1,3,0,9,9
"42",0,1,0,0,2,0,1,3,0,4,4
"43",1,5,0,1,4,2,2,2,2,6,4
"44",2,2,1,3,7,1,0,4,2,16,14
"45",0,3,0,0,3,0,1,3,1,6,5
"46",2,2,1,2,1,1,0,2,3,5,2
"47",0,0,1,0,2,0,0,3,1,3,2
"48",0,0,0,0,0,0,0,0,1,2,1
"49",0,1,0,0,4,0,0,3,0,6,6
"50",0,2,0,0,1,0,1,1,0,1,1
"51",1,3,0,0,2,0,0,3,1,5,4
"52",0,0,0,0,1,0,0,3,1,7,6
"53",0,0,0,1,2,0,0,2,0,3,3
"54",0,5,0,1,3,1,0,2,1,4,3
"55",1,5,2,0,1,2,2,5,2,7,5
"56",0,2,0,0,2,0,1,3,0,5,5
"57",0,2,0,0,3,0,1,3,0,6,6
"58",0,0,0,0,0,0,0,0,0,1,1
"59",0,2,0,0,0,0,0,2,0,4,4
"60",0,4,0,0,2,1,0,4,1,5,4
"61",0,1,0,0,2,0,1,3,0,2,2
"62",2,2,1,2,2,2,1,1,2,5,3
"63",0,4,0,0,1,0,1,2,0,4,4
"64",0,1,0,0,1,0,0,3,0,5,5
"65",0,2,0,0,2,0,1,5,1,5,4
"66",0,1,1,0,2,0,0,3,2,5,3
"67",2,2,0,1,0,1,0,0,2,2,0
"68",0,2,0,0,2,0,0,3,0,5,5
"69",1,4,1,1,2,1,1,2,1,6,5
"70",0,2,0,0,3,0,1,3,0,6,6
"71",1,3,0,1,3,2,1,2,2,4,2
"72",1,0,0,1,2,1,2,4,2,5,3
"73",1,0,1,0,1,0,0,1,1,3,2
"74",0,2,0,0,3,0,1,5,0,8,8
"75",0,1,0,0,1,0,1,3,0,4,4
"76",0,2,0,1,2,2,1,3,2,4,2
"77",1,2,1,1,1,2,0,2,3,3,0
"78",0,1,0,1,2,0,1,1,0,3,3
"79",0,0,0,0,1,0,0,2,0,2,2
"80",0,2,0,1,2,1,1,2,2,2,0
"81",0,4,1,0,4,1,2,3,1,4,3
"82",1,4,1,2,5,0,4,6,1,8,7
"83",0,0,0,0,0,0,0,0,1,2,1
"84",0,0,0,0,0,0,0,1,0,1,1
"85",1,1,1,1,1,1,0,1,1,2,1
"86",1,2,1,0,4,0,1,5,1,8,7
"87",0,0,0,0,0,0,0,1,0,1,1
"88",0,0,0,0,1,1,1,2,1,5,4
"89",0,2,0,0,3,0,1,3,0,7,7
"90",0,0,0,0,0,0,0,0,1,1,0
"91",0,1,0,0,1,0,0,0,0,2,2
"92",0,1,0,1,1,1,1,2,1,1,0
"93",0,0,0,0,1,0,0,1,0,2,2
"94",0,2,0,0,2,0,0,3,0,2,2
"95",0,2,0,0,2,0,1,2,0,8,8
"96",0,2,0,0,2,0,1,2,0,3,3
"97",5,2,4,5,2,3,1,1,10,4,-6
"98",0,1,0,0,1,0,0,3,0,6,6
"99",0,1,0,0,1,1,1,1,0,2,2
"100",0,1,0,0,3,1,0,4,1,5,4
"101",0,1,0,0,2,0,1,3,0,3,3
"102",0,4,0,0,2,0,1,3,0,5,5
"103",0,1,0,0,1,0,0,2,0,2,2
"104",0,2,0,1,1,0,1,1,0,5,5
"105",0,0,1,0,0,0,1,2,1,0,-1
"106",0,0,0,0,2,0,0,2,0,2,2
"107",2,3,1,1,2,1,1,3,1,5,4
"108",0,4,0,0,1,0,0,3,0,4,4
"109",0,4,0,0,4,0,1,6,0,8,8
"110",0,2,0,0,2,0,1,4,0,9,9
"111",0,0,0,0,1,0,0,1,1,4,3
"112",0,2,1,1,2,1,1,2,1,3,2
"113",1,4,1,0,3,1,2,4,1,7,6
"114",0,0,0,0,0,0,0,0,1,2,1
"115",0,3,0,0,2,0,1,1,0,3,3
"116",0,4,0,0,2,0,2,4,0,4,4
"117",1,2,0,1,2,2,1,2,3,5,2
"118",2,1,0,1,0,0,0,0,2,1,-1
"119",0,2,0,0,1,0,0,1,0,2,2
"120",0,1,0,0,0,0,0,0,0,1,1
"121",0,1,0,1,2,0,0,2,1,4,3
"122",0,0,0,0,0,0,0,1,0,2,2
"123",0,1,1,0,1,1,0,1,1,2,1
"124",1,1,1,0,1,0,1,2,1,4,3
"125",0,0,0,0,1,0,0,2,0,1,1
"126",1,3,0,1,2,1,2,3,3,4,1
"127",0,1,0,0,3,0,1,3,0,7,7
"128",0,0,0,0,0,1,0,0,0,2,2
"129",0,1,0,0,1,0,1,1,0,1,1
"130",0,1,0,2,0,1,0,1,1,1,0
"131",0,3,0,0,3,0,1,2,0,5,5
"132",0,1,0,1,2,0,1,2,1,2,1
"133",1,3,0,1,5,0,2,5,1,6,5
"134",0,4,0,1,4,1,2,5,2,6,4
"135",0,1,0,0,1,0,1,2,0,3,3
"136",0,0,0,0,0,0,0,1,1,2,1
"137",0,1,0,0,0,0,0,0,0,1,1
"138",1,2,1,0,1,0,0,1,1,1,0
"139",0,2,0,0,2,0,1,2,0,2,2
"140",0,1,0,1,1,1,1,2,2,2,0
"141",0,1,0,0,1,0,1,3,0,2,2
"142",0,2,0,0,3,0,0,3,0,7,7
"143",0,0,0,0,1,0,0,0,0,2,2
"144",1,1,0,1,1,0,2,1,1,1,0
"145",0,1,1,1,2,1,1,1,2,3,1
"146",0,1,0,0,1,0,2,1,0,6,6
"147",0,2,0,0,3,0,1,4,0,4,4
"148",0,1,0,0,1,0,1,2,0,1,1
"149",0,1,0,0,1,0,0,0,0,2,2
"150",0,0,0,0,1,0,0,1,0,4,4
"151",1,2,1,0,1,2,1,4,1,6,5
"152",0,2,0,0,1,0,0,3,0,4,4
"153",0,1,0,0,1,0,0,2,0,1,1
"154",0,0,0,0,0,0,0,0,0,1,1
"155",0,3,0,0,1,0,1,2,0,2,2
"156",0,2,0,0,1,0,0,1,0,3,3
"157",0,1,0,0,1,0,1,1,0,1,1
"158",0,0,0,0,1,0,0,6,0,6,6
"159",0,1,0,1,1,0,1,2,1,3,2
"160",0,2,0,0,1,0,1,0,0,2,2
"161",0,0,0,0,0,0,0,0,0,0,0
"162",1,1,1,1,1,1,1,1,1,1,0
"163",0,1,0,1,1,0,1,1,0,1,1
"164",0,3,0,0,2,0,1,4,0,5,5
"165",0,4,0,0,1,0,1,0,1,4,3
"166",0,2,0,0,3,0,1,3,0,5,5
"167",0,2,0,0,1,0,0,1,0,3,3
"168",0,1,0,0,1,0,0,1,0,2,2
"169",0,1,0,0,1,0,0,1,0,2,2
"170",0,0,0,0,1,1,1,4,1,4,3
"171",0,1,0,0,1,0,1,2,0,1,1
"172",0,2,0,0,1,0,1,1,0,1,1
"173",0,1,0,1,2,0,0,0,0,2,2
"174",0,0,0,1,0,1,0,2,1,1,0
"175",0,0,0,0,0,0,0,0,1,1,0
"176",0,1,0,0,1,0,1,1,1,4,3
"177",0,0,1,0,0,0,0,0,1,0,-1
"178",0,3,0,0,0,0,1,2,0,3,3
"179",0,5,0,0,4,0,2,5,0,7,7
"180",0,0,0,0,3,0,2,3,0,3,3
"181",0,1,0,0,1,0,1,3,0,3,3
"182",0,2,0,0,2,0,1,3,0,2,2
"183",1,2,1,2,2,1,0,1,1,3,2
"184",0,2,0,0,3,0,1,2,0,3,3
"185",0,1,0,0,0,0,0,0,0,0,0
"186",0,3,0,0,3,0,1,3,0,6,6
"187",0,5,0,0,3,0,1,3,0,6,6
"188",0,1,0,0,1,0,0,1,0,2,2
"189",0,0,0,0,1,0,0,1,0,3,3
"190",0,0,0,0,0,0,0,0,0,1,1
"191",0,3,0,0,3,0,2,1,0,4,4
"192",0,1,0,0,1,0,1,2,0,5,5
"193",0,1,0,0,2,0,0,2,0,5,5
"194",0,0,0,0,0,0,0,1,0,2,2
"195",1,3,1,0,3,1,1,3,1,4,3
"196",0,0,0,0,0,0,0,1,0,2,2
"197",0,2,0,0,3,0,1,2,0,6,6
"198",0,2,0,0,3,0,0,3,0,4,4
"199",0,1,0,0,2,0,2,2,1,3,2
"200",0,1,0,0,2,0,2,2,0,4,4
"201",0,0,0,0,0,0,0,0,1,1,0
"202",0,1,0,0,1,0,0,2,1,1,0
"203",0,1,0,0,2,0,2,2,1,2,1
"204",0,3,0,0,2,0,1,2,0,3,3
"205",0,2,0,1,2,1,2,3,1,6,5
"206",0,0,0,0,0,0,0,0,0,0,0
"207",0,1,0,0,2,0,1,2,0,4,4
"208",0,0,0,0,0,0,0,2,0,1,1
"209",0,1,0,0,1,0,0,2,0,2,2
"210",0,1,0,1,0,2,0,0,2,0,-2
"211",0,2,0,0,2,0,1,2,2,4,2
"212",0,1,0,0,1,0,0,1,0,2,2
"213",0,2,0,0,2,0,1,2,0,3,3
"214",0,2,0,1,1,1,1,2,1,3,2
"215",0,1,0,0,1,0,1,1,0,1,1
"216",0,4,0,0,4,0,2,3,0,6,6
"217",0,0,0,0,0,0,0,1,1,2,1
"218",0,2,0,0,1,0,0,0,0,3,3
"219",0,0,0,0,1,0,0,2,0,5,5
"220",0,2,0,0,2,0,1,3,0,4,4
"221",0,0,0,0,1,0,1,1,0,1,1
"222",0,1,0,1,1,0,0,1,0,4,4
"223",0,2,0,1,2,0,0,0,0,2,2
"224",0,2,0,0,1,0,1,1,0,2,2
"225",1,0,0,1,0,1,1,0,1,0,-1
"226",0,2,0,0,0,1,0,2,2,3,1
"227",0,1,0,0,1,0,0,1,0,3,3
"228",0,0,0,0,0,0,0,2,0,5,5
"229",1,0,0,0,0,0,0,2,1,4,3
"230",0,1,1,0,1,0,1,1,1,1,0
"231",0,2,0,0,3,0,1,3,0,5,5
"232",0,3,0,0,2,1,2,2,1,3,2
"233",0,3,0,0,1,0,0,4,0,7,7
"234",0,1,0,0,1,0,0,1,0,2,2
"235",0,0,0,1,0,0,0,0,0,2,2
"236",0,1,0,0,1,0,1,1,0,1,1
"237",1,2,1,0,1,0,1,1,1,3,2
"238",1,0,1,0,1,1,0,1,1,1,0
"239",1,2,1,0,1,1,1,1,1,1,0
"240",0,0,0,0,1,0,0,1,0,2,2
"241",0,0,1,0,0,1,0,0,1,2,1
"242",0,0,0,0,0,0,0,0,0,1,1
"243",0,2,0,0,2,0,2,3,0,5,5
"244",0,0,0,0,1,0,0,1,0,2,2
"245",0,1,0,0,2,0,2,3,0,3,3
"246",0,2,0,0,1,0,1,1,1,3,2
"247",0,1,1,0,1,0,1,2,0,2,2
"248",0,1,0,0,1,0,1,2,0,2,2
"249",0,2,0,0,2,0,0,2,0,4,4
"250",0,2,0,0,1,0,0,1,0,3,3
"251",0,3,0,1,2,0,0,2,1,3,2
"252",0,3,0,0,4,0,1,2,0,6,6
"253",0,3,0,0,2,0,1,2,0,3,3
"254",0,1,0,0,1,0,1,1,0,3,3
"255",0,0,0,0,0,0,0,1,0,1,1
"256",0,2,0,0,1,0,0,1,0,2,2
"257",1,2,1,1,1,0,1,2,1,3,2
"258",1,3,1,1,2,1,0,1,1,4,3
"259",0,0,0,0,1,0,0,1,0,3,3
"260",0,1,0,0,1,0,1,1,0,5,5
"261",1,0,1,0,0,2,0,0,3,2,-1
"262",0,3,0,0,2,0,1,3,0,4,4
"263",0,1,0,1,2,1,1,1,1,2,1
"264",0,1,0,0,0,0,0,0,0,0,0
"265",0,1,0,0,2,0,1,0,0,2,2
"266",0,1,0,0,1,0,0,1,0,1,1
"267",0,0,0,0,0,0,0,0,0,0,0
"268",0,0,0,0,0,0,0,0,0,0,0
"269",1,0,1,0,0,1,0,1,2,0,-2
"270",0,2,0,0,0,0,0,1,1,2,1
"271",1,2,0,1,1,0,0,0,2,3,1
"272",0,1,0,0,2,0,1,2,0,2,2
"273",0,1,0,0,1,0,0,2,0,5,5
"274",0,2,0,0,1,0,1,3,0,4,4
"275",0,1,0,0,1,0,1,1,0,2,2
"276",0,1,0,0,1,0,0,1,0,3,3
"277",0,0,0,0,0,0,0,1,0,1,1
"278",0,1,0,0,0,0,0,0,0,0,0
"279",0,0,0,0,1,0,0,1,0,2,2
"280",0,1,0,2,2,0,0,2,0,4,4
"281",0,0,0,0,0,1,1,2,1,2,1
"282",0,0,0,0,0,0,0,0,0,1,1
"283",0,0,0,0,3,0,0,2,0,4,4
"284",0,2,0,0,1,0,1,1,0,2,2
"285",0,0,0,0,0,0,1,1,0,0,0
"286",0,1,0,0,1,0,0,1,0,1,1
"287",0,2,0,0,2,0,0,2,0,3,3
"288",0,0,1,0,0,2,0,0,1,3,2
"289",0,1,0,0,1,0,1,1,0,2,2
"290",0,1,0,0,1,0,0,1,0,1,1
"291",0,0,0,0,0,0,0,2,0,2,2
"292",0,0,0,0,0,0,0,1,0,0,0
"293",0,0,0,0,0,0,0,0,0,3,3
"294",0,0,0,0,0,0,0,0,0,1,1
"295",0,0,0,0,0,0,0,0,0,1,1
"296",0,0,0,0,1,0,0,1,0,2,2
"297",0,0,0,0,0,0,0,0,0,0,0
"298",0,1,0,0,1,0,1,1,0,1,1
"299",0,1,0,0,1,0,1,1,0,1,1
"300",0,2,0,0,2,0,1,2,0,2,2
"301",0,0,0,1,0,0,0,1,0,3,3
"302",0,2,0,0,3,0,1,4,0,4,4
"303",0,1,0,2,1,0,0,0,0,1,1
"304",0,1,0,0,1,0,0,1,0,2,2
"305",0,1,0,0,0,0,0,2,0,3,3
"306",0,1,0,0,2,0,1,2,1,3,2
"307",0,1,0,0,2,0,1,1,0,2,2
"308",0,0,0,0,0,0,1,1,0,2,2
"309",0,0,0,0,0,0,1,0,0,1,1
"310",0,1,0,0,2,0,1,3,0,3,3
"311",0,1,0,1,1,1,1,2,1,1,0
"312",0,2,0,0,3,0,1,3,0,5,5
"313",0,1,0,1,1,1,0,2,1,3,2
"314",0,2,0,1,2,0,0,0,0,4,4
"315",1,1,0,0,1,0,1,2,1,3,2
"316",0,1,0,0,0,0,1,2,0,2,2
"317",0,1,0,0,0,0,0,1,0,1,1
"318",1,0,1,0,0,1,0,0,1,1,0
"319",0,1,0,0,1,0,0,1,0,3,3
"320",0,0,0,0,0,0,0,0,0,3,3
"321",1,1,1,1,1,1,1,3,1,3,2
"322",0,2,0,0,3,0,2,3,1,4,3
"323",0,0,0,0,0,0,0,0,0,0,0
"324",0,0,0,0,0,0,0,0,0,1,1
"325",0,1,0,0,1,0,1,1,1,3,2
"326",1,2,0,1,0,0,1,1,2,1,-1
"327",0,0,0,0,2,0,0,1,0,2,2
"328",0,1,0,0,0,0,0,0,0,2,2
"329",0,0,1,0,0,1,0,0,1,1,0
"330",0,5,0,0,3,1,2,2,0,3,3
"331",0,0,0,0,1,0,0,0,0,1,1
"332",0,0,0,0,0,0,0,0,0,0,0
"333",0,1,0,0,2,0,0,2,0,4,4
"334",0,3,0,0,3,1,3,1,0,4,4
"335",1,1,1,0,1,0,1,2,1,2,1
"336",0,0,0,0,0,0,0,2,0,2,2
"337",0,1,0,0,1,0,0,0,0,2,2
"338",0,2,0,1,1,0,1,1,0,2,2
"339",0,0,0,0,0,0,0,2,0,2,2
"340",0,0,0,0,1,0,1,2,0,2,2
"341",0,0,0,0,1,0,0,0,0,1,1
"342",0,1,0,0,1,0,1,1,0,1,1
"343",0,1,0,0,0,0,0,0,0,2,2
"344",0,2,0,0,2,0,0,2,0,3,3
"345",0,0,0,0,0,0,0,1,1,2,1
"346",0,1,0,0,1,0,1,1,0,1,1
"347",0,2,0,0,3,0,1,3,0,5,5
"348",0,0,0,0,0,0,0,0,0,0,0
"349",0,0,0,0,0,0,0,0,0,0,0
"350",0,2,0,0,2,0,1,0,0,3,3
"351",0,0,0,0,0,0,0,0,1,0,-1
"352",1,2,0,0,3,0,2,3,0,4,4
"353",0,1,1,0,1,1,1,2,0,3,3
"354",0,2,0,0,1,0,0,2,0,4,4
"355",0,0,0,0,1,0,0,0,0,2,2
"356",1,1,1,0,1,0,0,1,1,2,1
"357",0,1,0,0,1,0,1,0,1,4,3
"358",0,1,0,1,1,0,1,1,0,1,1
"359",0,0,0,0,2,0,0,2,1,3,2
"360",1,0,0,1,0,0,0,1,1,1,0
"361",0,1,0,0,2,0,1,3,0,3,3
"362",0,0,0,0,2,0,0,3,0,3,3
"363",0,0,0,0,0,0,0,0,0,2,2
"364",0,0,0,0,1,0,0,1,0,2,2
"365",0,2,0,0,1,0,1,1,0,2,2
"366",0,1,0,0,1,1,1,1,0,2,2
"367",0,1,0,0,1,0,0,1,0,2,2
"368",0,0,0,0,0,0,0,0,0,0,0
"369",0,0,0,0,0,0,0,0,0,2,2
"370",0,1,0,0,2,0,0,2,0,3,3
"371",0,0,0,0,0,0,0,0,0,0,0
"372",0,0,0,0,1,0,0,0,0,4,4
"373",0,1,0,0,1,0,0,1,0,2,2
"374",0,1,0,0,1,0,1,2,1,1,0
"375",0,1,0,1,0,0,0,0,0,0,0
"376",0,1,0,0,2,0,0,1,0,2,2
"377",0,0,0,0,0,0,0,1,0,1,1
"378",1,2,0,0,2,1,2,1,1,3,2
"379",0,2,0,0,1,0,1,2,0,3,3
"380",0,0,0,0,1,0,1,1,0,2,2
"381",0,1,0,0,1,0,1,1,0,1,1
"382",0,1,0,0,0,0,0,0,0,1,1
"383",0,0,0,0,0,0,0,0,0,0,0
"384",0,1,0,0,0,0,0,0,0,2,2
"385",0,3,0,0,3,0,0,3,0,5,5
"386",0,1,0,0,1,0,1,1,0,3,3
"387",0,3,0,0,2,0,1,3,0,3,3
"388",1,0,1,1,0,1,0,0,1,0,-1
"389",0,0,0,0,0,0,0,3,0,3,3
"390",0,0,0,0,0,0,0,2,0,2,2
"391",0,1,0,0,3,0,1,2,0,3,3
"392",0,0,0,0,0,0,0,0,0,0,0
"393",0,2,0,0,1,0,0,1,0,1,1
"394",0,2,0,0,2,0,1,4,0,4,4
"395",0,0,0,0,0,0,0,0,0,1,1
"396",0,2,0,0,2,0,2,2,0,4,4
"397",0,1,0,0,1,0,0,1,0,3,3
"398",0,0,0,0,0,0,0,0,0,0,0
"399",1,1,0,0,1,0,0,0,1,1,0
"400",1,1,1,0,1,0,1,1,1,1,0
"401",0,0,0,0,1,0,0,1,0,2,2
"402",0,1,0,0,0,0,0,0,0,3,3
"403",0,0,0,0,1,0,0,1,0,1,1
"404",0,1,0,0,1,0,1,1,0,1,1
"405",0,2,0,1,1,1,0,1,1,2,1
"406",0,1,0,0,2,0,0,2,0,3,3
"407",0,0,0,0,0,0,0,3,0,3,3
"408",0,3,0,0,3,0,0,3,0,3,3
"409",0,0,0,0,0,0,0,0,0,0,0
"410",1,1,1,1,1,2,1,1,2,1,-1
"411",0,0,0,0,1,0,1,1,0,1,1
"412",0,0,0,0,0,0,0,0,0,1,1
"413",0,1,0,0,2,0,0,2,0,2,2
"414",0,0,0,0,0,0,0,0,0,1,1
"415",0,1,0,0,2,0,1,0,0,2,2
"416",0,2,0,0,1,0,2,1,1,1,0
"417",0,0,0,0,0,0,0,1,0,1,1
"418",0,2,0,0,1,0,1,1,0,2,2
"419",0,0,0,0,0,0,0,0,0,0,0
"420",0,0,0,0,0,0,0,0,0,0,0
"421",0,0,0,0,0,0,0,0,0,0,0
"422",0,1,0,0,1,0,1,1,0,1,1
"423",0,1,0,0,1,0,0,1,0,2,2
"424",0,1,0,0,0,0,0,1,0,1,1
"425",0,1,0,0,1,0,1,1,0,1,1
"426",0,1,0,1,1,0,1,1,1,2,1
"427",0,2,1,0,2,0,2,2,0,2,2
"428",1,1,0,1,1,1,0,1,2,2,0
"429",0,1,0,0,2,0,1,1,0,2,2
"430",0,0,0,0,0,0,0,0,0,0,0
"431",0,0,0,0,0,0,0,0,0,0,0
"432",0,2,0,0,1,0,1,2,0,2,2
"433",1,0,1,0,0,1,0,1,2,0,-2
"434",0,1,0,0,1,0,1,1,0,1,1
"435",1,1,0,0,0,1,0,0,1,2,1
"436",0,0,0,0,0,0,0,0,0,1,1
"437",1,3,2,0,3,0,2,2,1,3,2
"438",0,0,0,0,0,0,0,0,0,0,0
"439",0,1,0,0,0,0,0,1,0,4,4
"440",0,0,0,0,0,0,0,0,0,1,1
"441",0,1,0,0,1,0,0,1,0,1,1
"442",0,1,0,0,2,0,0,2,0,4,4
"443",1,1,1,1,1,0,1,1,0,2,2
"444",0,1,0,0,1,0,0,0,0,1,1
"445",0,0,0,0,0,0,0,0,0,0,0
"446",0,0,0,0,0,0,0,0,0,0,0
"447",0,0,0,0,0,0,0,3,1,3,2
"448",0,3,0,0,2,0,0,3,0,2,2
"449",0,1,0,0,2,0,1,2,0,2,2
"450",0,0,0,0,0,0,0,0,0,0,0
"451",0,1,0,0,1,2,1,1,1,2,1
"452",0,2,1,1,1,1,1,1,1,4,3
"453",0,2,0,0,2,0,0,2,0,4,4
"454",0,1,0,0,1,1,1,1,2,1,-1
"455",0,0,0,0,0,0,0,0,0,0,0
"456",0,1,0,0,0,0,0,0,0,0,0
"457",0,0,0,0,0,0,0,0,0,0,0
"458",0,1,0,0,1,0,1,1,0,1,1
"459",0,1,0,0,1,0,1,1,0,1,1
"460",0,1,0,1,0,0,0,0,0,1,1
"461",0,1,0,0,1,0,0,2,0,2,2
"462",0,1,0,0,1,0,1,1,0,2,2
"463",0,1,0,0,1,0,1,1,0,1,1
"464",0,0,0,0,0,0,0,0,0,0,0
"465",0,0,0,0,0,0,0,0,0,1,1
"466",0,0,0,0,0,0,0,0,0,1,1
"467",0,1,0,0,1,0,1,1,0,2,2
"468",0,1,0,1,2,0,0,0,0,4,4
"469",0,0,0,1,0,1,0,1,1,1,0
"470",0,1,0,0,0,0,0,2,1,1,0
"471",1,3,1,0,2,1,2,3,2,4,2
