"","anger","anticipation","disgust","fear","joy","sadness","surprise","trust","negative","positive","score"
"945",0,0,0,0,0,0,0,0,0,1,1
"946",0,1,0,0,1,0,1,1,0,1,1
"947",0,1,0,0,1,0,1,2,0,1,1
"948",0,0,0,0,0,0,0,0,0,0,0
"949",0,1,0,0,1,0,1,1,0,1,1
"950",0,0,0,0,0,0,0,0,0,0,0
"951",0,0,0,0,1,0,1,1,0,1,1
"952",0,0,0,0,0,0,0,0,0,0,0
"953",0,0,0,0,0,0,0,0,0,0,0
"954",0,1,0,0,1,0,1,1,0,1,1
"955",0,1,0,0,1,0,1,1,0,1,1
"956",0,1,0,0,1,0,1,1,0,1,1
"957",0,0,0,0,0,0,0,0,0,0,0
"958",0,2,0,0,2,0,2,3,1,2,1
"959",0,0,0,0,0,0,0,0,0,0,0
"960",0,1,0,0,2,0,1,2,0,3,3
"961",0,2,0,0,1,0,1,1,0,2,2
"962",0,0,0,0,0,0,0,0,0,0,0
"963",0,0,0,0,0,0,0,0,0,0,0
"964",0,1,0,0,1,0,1,1,0,1,1
"965",0,0,0,0,0,0,0,0,0,0,0
"966",0,0,0,0,0,0,0,0,0,0,0
"967",0,0,0,0,0,0,0,0,0,0,0
"968",0,0,0,0,0,0,0,0,0,0,0
"969",0,0,0,0,0,0,0,0,0,0,0
"970",0,1,0,0,1,0,1,2,0,1,1
"971",0,0,0,0,0,0,0,1,0,1,1
"972",0,1,0,0,1,0,1,1,0,1,1
"973",0,1,0,0,1,0,1,1,0,1,1
"974",0,0,0,0,0,0,0,0,0,2,2
"975",0,1,0,0,1,0,1,1,0,1,1
"976",0,1,1,1,1,1,1,1,1,1,0
"977",0,0,0,0,0,0,0,0,0,0,0
"978",0,0,0,0,0,0,0,0,0,1,1
"979",0,0,0,0,0,0,0,0,0,0,0
"980",0,0,0,0,0,0,0,0,0,0,0
"981",0,1,1,0,0,0,0,0,1,0,-1
"982",0,0,0,0,1,0,0,1,0,1,1
"983",0,0,0,0,0,0,0,0,1,0,-1
"984",0,0,0,0,0,0,0,0,0,0,0
"985",0,0,0,0,0,0,0,0,0,0,0
"986",0,0,0,0,0,0,0,0,0,0,0
"987",0,0,0,0,0,0,0,0,1,0,-1
"988",0,0,0,0,0,0,0,0,0,0,0
"989",0,1,0,0,1,0,1,1,0,1,1
"990",0,0,0,0,0,0,0,0,0,0,0
"991",0,0,0,0,0,1,0,1,1,0,-1
"992",0,0,0,0,0,0,0,0,0,0,0
"993",0,0,0,0,0,0,0,0,0,0,0
"994",0,0,0,0,2,0,0,1,0,2,2
"995",0,0,0,0,0,0,0,0,0,0,0
"996",0,0,0,0,1,0,0,1,0,1,1
"997",0,0,0,0,0,0,0,0,0,2,2
"998",0,0,0,0,0,0,0,0,0,0,0
"999",0,0,0,0,0,0,0,0,0,0,0
"1000",1,0,1,1,0,1,0,1,1,0,-1
"1001",0,0,0,0,0,0,0,0,0,0,0
"1002",0,0,0,0,0,1,0,0,1,0,-1
"1003",0,0,0,0,2,0,0,2,0,2,2
"1004",0,1,0,0,1,0,1,1,0,1,1
"1005",0,0,0,0,1,0,0,0,0,1,1
"1006",0,0,0,0,0,0,0,0,0,0,0
"1007",0,0,0,0,0,0,0,0,0,0,0
"1008",0,0,0,0,0,0,0,0,0,0,0
"1009",0,0,0,0,1,0,1,1,0,1,1
"1010",0,2,0,0,1,0,1,1,0,2,2
"1011",0,1,0,0,1,0,1,1,0,3,3
"1012",0,0,0,0,0,0,0,0,0,0,0
"1013",0,0,0,0,0,0,0,0,0,0,0
"1014",0,1,0,0,1,0,1,1,0,1,1
"1015",0,1,0,0,0,0,0,0,1,1,0
"1016",0,1,0,0,1,0,0,1,0,1,1
"1017",0,0,0,0,0,0,0,1,0,1,1
"1018",0,1,0,0,1,0,1,1,0,1,1
"1019",0,0,0,0,0,0,0,0,0,0,0
"1020",0,1,0,0,1,0,1,1,0,1,1
"1021",0,0,0,0,0,0,0,0,0,0,0
"1022",0,0,0,0,0,0,0,0,0,1,1
"1023",0,1,0,0,1,0,1,1,0,1,1
"1024",0,0,0,0,0,0,0,0,0,0,0
"1025",0,0,0,0,0,0,0,0,0,2,2
"1026",0,1,0,0,1,0,1,1,0,1,1
"1027",0,0,0,0,1,0,0,0,0,1,1
"1028",0,0,0,0,0,0,0,0,0,0,0
"1029",0,0,0,0,0,0,0,0,0,0,0
"1030",0,1,0,0,1,0,1,1,0,1,1
"1031",0,0,0,0,1,0,0,0,0,1,1
"1032",0,0,0,0,0,0,0,1,0,1,1
"1033",0,0,0,0,0,0,0,0,0,1,1
"1034",0,0,0,0,0,0,0,0,0,0,0
"1035",0,0,0,0,0,0,0,2,0,0,0
"1036",0,0,0,0,0,0,0,0,0,0,0
"1037",0,0,0,0,0,0,0,1,0,1,1
"1038",0,1,0,0,1,0,1,1,0,1,1
"1039",0,0,0,0,0,0,0,0,0,0,0
"1040",0,0,0,0,0,0,0,0,0,0,0
"1041",0,0,0,0,0,0,0,0,0,1,1
"1042",0,0,0,0,0,0,0,0,0,0,0
"1043",0,1,0,0,1,0,1,1,0,1,1
"1044",0,0,0,0,0,0,0,0,0,0,0
"1045",0,0,0,0,0,0,0,0,0,0,0
"1046",0,0,0,0,0,0,0,0,0,0,0
"1047",0,0,1,0,0,1,0,0,3,0,-3
"1048",0,1,0,0,2,0,1,2,0,2,2
"1049",0,0,0,0,0,0,0,0,0,0,0
"1050",0,0,0,0,0,0,0,0,0,0,0
"1051",0,0,0,0,0,0,0,0,0,0,0
"1052",0,0,0,0,0,0,0,0,0,0,0
"1053",0,0,0,0,0,0,0,0,0,0,0
"1054",0,1,0,0,1,0,1,1,0,1,1
"1055",0,0,0,0,0,0,0,0,0,0,0
"1056",0,0,0,0,0,0,0,0,0,0,0
"1057",0,0,0,0,0,0,0,0,0,0,0
"1058",0,0,0,0,0,0,0,0,0,0,0
"1059",0,1,0,0,1,0,1,1,0,1,1
"1060",0,0,0,0,0,0,0,0,0,0,0
"1061",0,0,0,0,0,0,0,1,0,0,0
"1062",0,0,0,0,0,0,0,0,0,0,0
"1063",0,0,0,0,1,0,0,1,0,1,1
"1064",0,1,0,0,1,0,1,1,0,1,1
"1065",0,0,0,0,0,0,0,0,0,1,1
"1066",0,0,0,0,0,0,0,1,1,1,0
"1067",0,0,0,0,0,0,0,0,0,0,0
"1068",0,0,0,0,0,0,0,0,0,0,0
"1069",0,1,0,0,1,0,1,1,0,1,1
"1070",0,0,0,0,0,0,0,0,0,0,0
"1071",0,0,0,0,0,0,0,0,0,0,0
"1072",0,0,0,0,0,0,0,0,0,0,0
"1073",0,0,0,0,0,0,0,0,0,0,0
"1074",0,0,0,0,0,0,0,0,0,0,0
"1075",0,1,0,0,1,0,1,1,0,1,1
"1076",0,0,0,0,0,0,0,0,0,0,0
"1077",0,0,0,0,0,0,0,0,0,0,0
"1078",0,0,0,0,0,0,0,0,0,0,0
"1079",0,0,0,0,0,0,0,0,0,0,0
"1080",0,0,0,0,0,0,0,0,0,0,0
"1081",0,1,0,0,1,0,1,1,0,1,1
"1082",0,1,0,0,1,0,1,1,0,1,1
"1083",0,0,0,0,0,0,0,0,0,0,0
"1084",0,0,0,0,0,0,0,0,0,0,0
"1085",0,0,0,0,0,0,0,0,0,0,0
"1086",0,0,0,0,0,0,1,0,0,1,1
"1087",0,0,0,0,0,0,0,0,0,0,0
"1088",0,0,0,0,1,0,1,1,0,1,1
"1089",0,1,0,0,1,0,1,1,0,1,1
"1090",0,0,0,0,0,0,0,0,0,0,0
"1091",0,0,0,0,0,0,0,0,0,0,0
"1092",0,1,0,0,1,0,1,1,0,1,1
"1093",0,1,0,0,1,0,1,1,0,1,1
"1094",0,0,0,0,0,0,0,0,0,0,0
"1095",0,0,0,0,0,0,0,0,0,0,0
"1096",0,0,0,0,0,0,0,0,0,0,0
"1097",0,0,0,0,0,0,0,0,0,0,0
"1098",0,1,0,0,1,0,1,1,0,1,1
"1099",0,0,0,0,0,0,0,0,0,0,0
"1100",0,0,0,0,0,0,0,0,0,0,0
"1101",0,1,0,0,1,0,0,1,0,1,1
"1102",0,0,0,0,0,0,0,0,0,1,1
"1103",0,1,0,0,1,0,1,1,0,1,1
"1104",0,1,0,0,1,0,1,1,0,1,1
"1105",0,0,0,0,0,0,0,0,0,0,0
"1106",0,0,0,0,0,0,0,0,0,0,0
"1107",0,0,0,0,0,0,0,0,0,0,0
"1108",0,0,0,0,0,0,0,0,0,0,0
"1109",0,0,0,0,0,0,0,0,0,0,0
"1110",0,0,0,0,0,0,0,0,0,0,0
"1111",0,0,0,0,0,0,0,0,0,0,0
"1112",0,0,0,0,0,0,0,4,0,4,4
"1113",1,5,1,2,4,2,2,5,2,8,6
"1114",0,2,0,0,6,0,2,4,1,9,8
"1115",1,3,1,2,2,2,1,6,3,10,7
"1116",0,4,0,0,5,0,2,4,1,7,6
"1117",0,9,1,1,8,0,3,11,2,19,17
"1118",2,8,1,2,13,1,5,13,4,27,23
"1119",2,9,2,3,10,4,5,11,6,23,17
"1120",2,9,1,2,9,0,2,6,1,13,12
"1121",0,8,0,0,6,0,2,9,1,10,9
"1122",1,1,0,1,2,0,0,4,1,5,4
"1123",2,6,1,2,7,2,4,11,7,26,19
"1124",0,0,0,0,1,0,0,2,0,4,4
"1125",0,5,0,1,2,0,0,4,0,5,5
"1126",3,15,3,3,15,5,6,14,4,26,22
"1127",0,2,0,0,2,0,3,5,1,9,8
"1128",0,3,0,0,6,0,1,4,1,7,6
"1129",1,3,1,1,3,1,1,4,0,6,6
"1130",0,6,0,0,7,1,3,7,1,10,9
"1131",0,4,0,0,2,0,1,5,1,8,7
"1132",1,0,0,0,3,0,0,5,3,8,5
"1133",1,3,0,2,1,1,2,2,4,3,-1
"1134",1,2,1,0,1,1,1,1,1,4,3
"1135",0,0,0,1,0,1,0,1,1,1,0
"1136",0,5,0,1,7,1,2,5,0,10,10
"1137",3,5,2,3,5,3,3,6,4,12,8
"1138",1,0,1,0,3,0,0,2,2,8,6
"1139",0,1,0,1,0,1,0,0,1,2,1
"1140",0,1,0,0,2,0,1,2,0,5,5
"1141",0,5,0,1,5,1,1,4,1,7,6
"1142",0,1,0,0,2,0,1,3,1,4,3
"1143",0,0,0,0,1,0,0,3,0,6,6
"1144",1,1,0,1,0,0,0,1,1,0,-1
"1145",0,1,0,0,2,0,0,2,0,2,2
"1146",0,4,0,0,3,0,0,4,1,4,3
"1147",1,3,0,0,4,0,3,5,0,5,5
"1148",0,2,0,2,2,1,2,3,2,3,1
"1149",0,0,0,0,0,0,0,1,1,2,1
"1150",0,2,0,0,2,0,2,3,1,4,3
"1151",0,1,0,0,1,0,0,1,0,4,4
"1152",0,1,0,0,0,0,0,0,1,2,1
"1153",0,1,0,0,1,0,1,1,1,1,0
"1154",0,1,0,0,1,0,0,2,0,2,2
"1155",0,1,0,0,2,0,0,1,0,4,4
"1156",0,0,0,0,0,0,0,0,0,1,1
"1157",0,1,1,1,1,2,1,1,2,3,1
"1158",0,3,0,0,1,0,0,1,0,1,1
"1159",1,2,0,0,2,0,2,2,0,4,4
"1160",0,1,0,0,3,0,1,4,0,7,7
"1161",0,1,0,0,1,0,0,1,1,3,2
"1162",0,0,0,0,0,0,0,1,0,2,2
"1163",0,3,0,0,2,0,1,2,0,6,6
"1164",0,0,0,0,1,0,0,3,0,5,5
"1165",1,4,0,0,4,0,3,3,0,5,5
"1166",0,1,0,0,1,0,1,1,0,4,4
"1167",0,1,0,0,1,0,1,1,0,2,2
"1168",0,2,0,0,1,0,1,1,0,2,2
"1169",1,1,0,0,1,1,1,1,1,1,0
"1170",0,0,0,0,1,0,0,0,0,1,1
"1171",0,2,0,0,2,0,1,1,0,2,2
"1172",0,0,0,0,0,0,0,0,0,2,2
"1173",0,0,0,0,0,0,0,0,0,2,2
"1174",0,2,0,0,1,0,2,2,0,3,3
"1175",0,0,0,0,1,0,0,2,0,2,2
"1176",0,1,0,0,1,0,0,1,0,2,2
"1177",0,1,0,0,0,0,0,0,1,0,-1
"1178",0,4,0,0,3,0,0,4,0,3,3
"1179",0,1,0,1,1,0,1,2,1,3,2
"1180",0,4,0,1,2,0,1,1,1,3,2
"1181",0,0,0,0,2,0,0,0,0,3,3
"1182",0,2,1,0,1,0,0,0,1,1,0
"1183",0,0,0,0,1,0,0,1,0,2,2
"1184",0,0,0,0,0,0,0,0,0,1,1
"1185",0,1,0,0,1,0,0,0,0,1,1
"1186",0,2,0,0,2,0,1,1,0,3,3
"1187",0,1,0,0,1,0,1,1,0,1,1
"1188",0,0,0,0,1,0,0,1,0,3,3
"1189",0,0,0,0,0,0,0,0,0,2,2
"1190",0,0,0,0,0,0,0,0,0,1,1
"1191",0,3,0,0,3,0,0,1,0,3,3
"1192",0,0,0,0,0,0,0,0,0,1,1
"1193",1,1,1,0,1,1,1,0,1,2,1
"1194",0,0,0,0,1,0,0,1,0,2,2
"1195",0,1,0,0,1,0,0,1,0,1,1
"1196",0,0,0,0,0,0,0,0,0,0,0
"1197",0,0,0,0,0,0,0,0,0,0,0
"1198",0,2,1,0,1,0,1,1,1,2,1
"1199",0,1,0,0,1,0,1,0,0,1,1
"1200",0,2,0,0,1,0,0,2,0,2,2
"1201",0,0,0,0,1,0,0,1,0,1,1
"1202",0,0,0,0,1,0,0,1,0,3,3
"1203",0,1,0,0,1,0,1,1,0,2,2
"1204",2,0,2,1,0,2,0,1,3,1,-2
"1205",0,0,0,0,0,0,0,1,0,1,1
"1206",0,2,0,0,2,0,0,2,0,2,2
"1207",0,3,0,0,3,0,1,3,0,4,4
"1208",0,0,0,1,0,2,0,0,2,0,-2
"1209",0,1,0,0,0,0,0,0,0,0,0
"1210",0,0,0,0,0,0,0,1,0,1,1
"1211",0,1,0,0,0,0,0,1,0,0,0
"1212",0,1,0,0,2,0,1,1,0,3,3
"1213",0,2,0,0,1,0,1,1,0,3,3
"1214",0,1,0,0,0,0,0,0,0,1,1
"1215",0,0,0,0,0,0,0,0,0,1,1
"1216",0,1,0,0,1,0,0,1,0,2,2
"1217",0,2,0,0,2,0,2,3,0,4,4
"1218",0,0,0,0,1,0,0,0,0,1,1
"1219",0,0,0,0,0,0,0,0,0,0,0
"1220",0,0,0,0,0,0,0,0,0,0,0
"1221",0,1,0,0,1,0,1,1,0,1,1
"1222",0,1,0,0,1,0,1,1,0,1,1
"1223",0,0,0,0,0,0,0,0,0,0,0
"1224",0,2,0,0,2,0,0,2,0,4,4
"1225",0,0,0,0,1,0,0,1,0,1,1
"1226",0,1,0,0,1,0,1,0,0,1,1
"1227",0,1,0,0,2,0,1,2,0,2,2
"1228",0,1,0,0,1,0,1,1,0,1,1
"1229",0,0,0,0,0,0,0,0,0,0,0
"1230",0,1,0,0,1,0,1,1,0,2,2
"1231",0,1,0,0,1,0,0,1,0,3,3
"1232",1,1,1,0,1,0,1,1,1,2,1
"1233",0,0,0,0,1,0,0,1,0,1,1
"1234",0,2,0,0,1,0,1,0,0,1,1
"1235",0,0,0,0,0,0,0,0,0,1,1
"1236",0,0,0,0,0,0,0,0,0,1,1
"1237",0,0,0,0,0,0,0,0,0,1,1
"1238",0,0,0,0,0,0,0,0,0,0,0
"1239",0,0,0,0,1,0,0,0,0,2,2
"1240",0,0,0,0,1,0,0,1,0,2,2
"1241",0,0,0,0,0,0,0,0,0,0,0
"1242",0,1,0,0,1,0,1,0,0,2,2
"1243",0,0,0,0,0,0,0,0,0,0,0
"1244",0,1,0,0,0,0,0,0,0,0,0
"1245",0,0,0,0,1,0,1,1,0,1,1
"1246",0,0,0,0,0,0,0,0,0,2,2
"1247",0,0,0,0,0,0,0,0,0,1,1
"1248",0,0,0,0,0,0,0,0,0,0,0
"1249",0,0,0,0,0,0,0,0,0,1,1
"1250",0,0,0,0,0,0,0,0,0,0,0
"1251",0,0,0,0,0,0,0,0,0,1,1
"1252",0,0,0,0,0,0,0,1,0,1,1
"1253",0,0,0,0,0,0,0,0,0,0,0
"1254",0,2,0,0,1,0,1,2,0,3,3
"1255",0,4,0,0,4,0,0,3,1,8,7
"1256",0,1,0,0,1,0,0,1,1,2,1
"1257",0,0,0,0,0,0,0,0,0,0,0
"1258",0,0,0,0,0,0,0,0,0,1,1
"1259",0,3,0,0,3,0,2,3,0,3,3
"1260",0,0,0,0,0,0,0,1,0,1,1
"1261",0,1,0,0,1,0,1,2,0,2,2
"1262",1,0,0,0,2,0,0,1,1,2,1
"1263",0,0,0,0,0,0,0,1,0,3,3
"1264",0,2,0,0,2,1,0,2,1,3,2
"1265",0,1,0,0,1,0,1,2,0,2,2
"1266",0,0,0,0,0,0,0,0,0,0,0
"1267",1,1,0,0,1,0,1,1,0,1,1
"1268",0,0,0,0,0,0,0,0,0,0,0
"1269",0,0,0,0,0,0,0,0,0,0,0
"1270",0,0,0,0,0,0,0,0,0,0,0
"1271",0,1,0,0,1,0,1,1,0,1,1
"1272",0,0,0,0,0,0,0,0,0,0,0
"1273",0,1,0,0,1,0,1,1,0,1,1
"1274",0,0,0,0,1,0,1,1,0,1,1
"1275",0,0,0,0,0,0,0,0,1,0,-1
"1276",0,0,0,0,0,0,0,0,0,1,1
"1277",0,0,0,0,0,0,0,0,0,0,0
"1278",0,0,0,0,0,0,0,0,0,0,0
"1279",0,1,0,0,1,0,1,1,0,1,1
"1280",0,0,0,0,0,0,0,0,0,0,0
"1281",0,0,0,0,0,1,0,0,1,0,-1
"1282",0,0,0,0,0,0,0,0,0,0,0
"1283",0,5,0,0,6,0,4,6,1,7,6
"1284",0,0,0,0,1,0,0,3,0,5,5
"1285",0,1,0,1,0,0,0,1,1,1,0
"1286",0,0,0,0,0,0,0,0,0,0,0
"1287",3,2,1,3,2,3,2,3,9,8,-1
"1288",0,0,0,0,2,0,0,0,0,2,2
"1289",0,2,0,0,2,0,2,2,0,2,2
"1290",0,1,0,1,0,0,0,0,1,1,0
"1291",0,0,0,0,0,0,0,0,0,0,0
"1292",0,2,0,0,2,1,2,1,0,2,2
"1293",0,1,0,0,1,0,0,1,1,2,1
"1294",0,2,0,0,3,1,0,2,1,6,5
"1295",2,5,1,0,4,2,3,6,4,11,7
"1296",1,2,1,0,1,2,1,3,3,3,0
"1297",1,4,1,2,3,1,1,3,2,3,1
"1298",0,0,0,0,0,0,0,0,0,3,3
"1299",0,2,1,1,1,0,1,4,1,4,3
"1300",0,0,0,0,3,0,2,2,0,7,7
"1301",0,1,0,0,3,0,2,5,0,5,5
"1302",3,11,1,2,11,2,5,13,8,18,10
"1303",1,0,1,1,0,2,0,1,2,5,3
"1304",0,0,0,0,1,0,0,1,0,2,2
"1305",0,0,0,0,0,0,0,2,0,0,0
"1306",0,3,0,0,2,1,2,5,1,6,5
"1307",0,0,0,0,1,0,0,2,0,1,1
"1308",0,2,0,0,3,0,1,4,0,6,6
"1309",0,4,0,0,4,0,2,5,1,10,9
"1310",0,0,0,0,1,0,0,3,0,6,6
"1311",0,2,0,0,1,0,0,2,0,5,5
"1312",0,0,0,0,0,0,0,1,0,5,5
"1313",0,4,0,0,3,0,1,5,0,9,9
"1314",2,0,2,0,0,1,0,3,2,4,2
"1315",1,6,0,2,6,2,3,9,2,18,16
"1316",1,4,1,0,5,1,1,9,7,21,14
"1317",0,1,0,1,4,1,1,8,2,8,6
"1318",0,2,0,2,3,1,2,2,1,4,3
"1319",0,1,0,0,1,0,0,2,0,5,5
"1320",0,0,0,0,0,0,0,0,0,0,0
"1321",0,1,0,1,2,1,1,1,0,3,3
"1322",0,2,0,0,1,0,0,0,0,2,2
"1323",1,6,0,2,4,0,1,3,2,11,9
"1324",0,1,0,0,0,1,0,0,0,3,3
"1325",0,0,0,0,2,0,0,1,0,2,2
"1326",0,4,1,0,3,1,1,2,0,10,10
"1327",0,0,0,1,2,1,0,2,2,4,2
"1328",1,2,1,0,0,0,1,2,1,3,2
"1329",0,2,0,0,1,1,1,1,2,3,1
"1330",1,4,0,0,4,0,1,4,1,8,7
"1331",0,1,0,1,1,0,0,0,2,1,-1
"1332",0,1,0,1,1,0,0,2,1,4,3
"1333",0,0,0,0,2,0,0,4,0,9,9
"1334",0,2,0,0,3,0,0,3,2,7,5
"1335",0,1,0,0,2,0,0,4,0,6,6
"1336",0,1,0,1,2,0,0,2,0,3,3
"1337",0,1,0,0,1,0,0,2,1,7,6
"1338",0,2,0,0,1,0,0,2,1,1,0
"1339",1,2,1,0,1,0,0,2,3,3,0
"1340",1,2,0,0,2,1,1,2,2,7,5
"1341",0,2,0,0,4,1,2,7,7,5,-2
"1342",0,1,0,0,1,1,1,1,0,2,2
"1343",0,1,0,0,0,0,0,2,0,2,2
"1344",0,0,0,0,0,0,0,1,0,2,2
"1345",1,1,1,0,1,0,0,3,3,7,4
"1346",0,2,0,0,3,0,0,2,0,4,4
"1347",0,3,0,1,1,1,0,5,1,4,3
"1348",0,1,0,1,1,0,1,1,0,3,3
"1349",1,0,0,0,0,0,0,2,1,3,2
"1350",0,3,0,0,0,0,0,0,0,1,1
"1351",1,0,0,1,1,1,1,1,1,1,0
"1352",1,3,0,0,3,1,1,3,1,8,7
"1353",0,3,0,0,2,1,2,5,0,6,6
"1354",0,3,0,0,2,0,2,2,0,4,4
"1355",0,2,0,0,2,1,2,2,0,3,3
"1356",1,1,0,0,0,0,0,1,1,1,0
"1357",0,2,0,0,2,0,1,1,0,4,4
"1358",0,2,0,0,1,0,0,1,0,3,3
"1359",0,0,0,0,1,1,1,3,1,4,3
"1360",0,2,0,0,2,0,2,2,0,4,4
"1361",0,1,0,0,1,0,0,2,0,5,5
"1362",0,0,0,0,0,0,0,0,0,1,1
"1363",0,1,0,0,1,0,1,1,0,1,1
"1364",0,0,0,0,0,0,0,0,0,1,1
"1365",0,3,0,0,1,0,0,1,0,3,3
"1366",1,1,0,0,1,0,0,1,1,3,2
"1367",0,1,0,0,1,0,1,1,1,1,0
"1368",0,0,0,1,0,0,0,1,0,3,3
"1369",0,0,0,0,2,0,0,2,0,4,4
"1370",1,3,1,1,2,2,1,2,1,2,1
"1371",0,1,0,0,1,0,1,3,0,3,3
"1372",0,2,1,0,2,2,2,2,0,4,4
"1373",0,0,0,0,0,0,0,0,0,0,0
"1374",0,2,0,0,1,0,0,1,1,3,2
"1375",0,0,0,0,0,0,0,1,0,1,1
"1376",0,0,0,0,0,0,0,0,0,1,1
"1377",0,2,0,0,2,1,1,2,1,2,1
"1378",0,0,0,0,0,0,0,1,0,0,0
"1379",0,1,0,0,1,0,0,3,0,4,4
"1380",0,2,0,0,2,0,1,2,0,2,2
"1381",0,0,0,1,1,0,0,1,0,3,3
"1382",0,1,0,0,0,0,0,0,0,0,0
"1383",0,0,0,0,1,0,0,1,0,1,1
"1384",0,1,0,0,1,0,1,1,0,2,2
"1385",0,0,0,0,0,0,0,0,0,0,0
"1386",0,0,0,0,2,0,0,1,0,2,2
"1387",0,1,0,0,0,0,0,1,0,1,1
"1388",0,0,0,0,0,0,0,3,0,4,4
"1389",0,1,0,0,1,0,1,2,0,3,3
"1390",2,2,2,1,1,0,0,1,2,1,-1
"1391",0,1,0,0,2,1,0,2,1,3,2
"1392",0,1,0,0,1,0,0,1,0,4,4
"1393",0,0,0,0,0,0,0,0,1,2,1
"1394",0,0,0,0,0,0,0,0,0,0,0
"1395",0,1,0,1,1,0,1,0,1,1,0
"1396",0,4,0,0,3,1,3,2,0,5,5
"1397",0,2,0,0,2,1,1,2,0,4,4
"1398",0,0,0,0,0,0,0,0,0,0,0
"1399",0,0,0,0,0,0,0,0,0,0,0
"1400",0,1,0,0,1,1,1,1,0,1,1
"1401",0,1,0,0,0,0,0,1,1,3,2
