"","anger","anticipation","disgust","fear","joy","sadness","surprise","trust","negative","positive","score"
"1402",0,3,0,0,2,0,1,2,0,3,3
"1403",0,0,0,0,1,0,0,1,0,1,1
"1404",0,1,0,0,2,0,1,4,0,4,4
"1405",0,0,0,0,0,0,0,1,0,2,2
"1406",0,3,0,0,3,0,3,1,0,3,3
"1407",0,1,0,0,1,0,1,1,0,2,2
"1408",0,0,0,0,0,0,0,0,0,0,0
"1409",0,0,0,0,0,0,0,0,0,0,0
"1410",0,1,0,0,1,0,0,2,0,3,3
"1411",0,1,0,0,2,0,2,2,1,3,2
"1412",1,3,1,2,0,1,0,1,3,2,-1
"1413",0,0,0,0,0,0,0,0,0,1,1
"1414",0,1,0,0,1,0,1,1,0,1,1
"1415",0,0,0,1,0,0,0,0,1,0,-1
"1416",0,0,0,0,1,0,0,2,0,5,5
"1417",0,1,0,0,1,1,1,2,0,4,4
"1418",0,2,0,0,2,0,1,2,0,3,3
"1419",0,2,0,0,2,0,1,2,0,2,2
"1420",0,1,0,0,1,0,1,1,0,1,1
"1421",0,2,0,1,2,0,2,1,1,3,2
"1422",0,0,0,0,0,0,0,0,0,0,0
"1423",0,0,0,0,0,0,0,1,0,0,0
"1424",0,0,0,0,0,0,0,0,0,0,0
"1425",0,0,0,0,0,0,0,1,0,1,1
"1426",0,1,0,0,1,0,0,2,0,2,2
"1427",0,0,0,0,0,0,0,0,0,2,2
"1428",0,0,0,0,0,0,0,1,0,1,1
"1429",0,0,0,0,0,0,0,0,0,0,0
"1430",0,2,0,0,3,1,2,2,0,3,3
"1431",0,0,0,0,0,0,0,0,0,1,1
"1432",0,0,0,0,0,0,0,0,0,1,1
"1433",0,0,0,0,0,0,0,0,0,0,0
"1434",0,3,0,0,2,0,0,4,0,5,5
"1435",0,1,0,0,2,0,2,2,1,4,3
"1436",0,1,0,0,0,0,0,0,0,5,5
"1437",0,1,0,0,1,0,1,1,0,2,2
"1438",0,0,0,0,1,0,0,1,1,2,1
"1439",0,1,0,0,2,0,0,2,0,4,4
"1440",0,0,0,0,0,0,0,0,0,1,1
"1441",0,0,0,0,1,0,0,1,0,2,2
"1442",0,2,2,1,3,2,1,2,1,8,7
"1443",0,0,0,0,0,0,0,0,0,0,0
"1444",0,0,0,0,1,0,0,0,0,1,1
"1445",0,1,0,0,0,0,0,0,0,0,0
"1446",0,2,0,0,2,0,1,3,0,3,3
"1447",0,1,0,0,0,0,0,0,0,0,0
"1448",0,1,0,0,1,1,1,1,0,1,1
"1449",0,0,0,0,1,0,0,0,0,3,3
"1450",0,1,0,0,1,0,0,2,0,2,2
"1451",1,3,0,0,3,0,2,2,1,4,3
"1452",0,0,0,0,0,0,0,0,0,1,1
"1453",0,3,0,0,4,0,2,2,0,4,4
"1454",0,1,0,0,1,0,0,1,0,1,1
"1455",0,0,0,0,0,0,0,0,0,1,1
"1456",1,2,0,0,2,0,2,2,0,2,2
"1457",0,0,0,0,1,0,0,1,0,1,1
"1458",0,0,0,0,1,0,0,1,0,1,1
"1459",0,1,0,0,1,0,1,1,0,1,1
"1460",0,0,0,0,0,0,0,0,0,1,1
"1461",0,3,0,0,4,0,2,3,0,5,5
"1462",0,3,0,2,2,0,1,2,1,3,2
"1463",0,0,0,0,1,0,0,1,0,3,3
"1464",1,0,0,0,0,0,0,0,1,1,0
"1465",0,0,0,0,0,0,0,0,0,1,1
"1466",0,0,0,0,0,0,0,0,0,0,0
"1467",0,2,0,0,2,0,2,2,0,3,3
"1468",0,0,0,0,0,0,0,0,1,1,0
"1469",0,0,0,0,0,0,0,0,0,2,2
"1470",0,0,0,0,1,0,0,1,1,2,1
"1471",0,0,0,0,0,0,0,0,0,0,0
"1472",0,2,0,0,2,0,1,2,0,4,4
"1473",0,2,0,0,2,1,1,2,1,2,1
"1474",0,0,0,0,0,0,0,0,0,0,0
"1475",0,0,0,0,1,0,0,0,0,1,1
"1476",0,0,0,0,0,0,0,0,0,1,1
"1477",0,1,0,0,1,0,0,0,0,1,1
"1478",0,2,0,0,2,1,2,1,0,2,2
"1479",0,2,0,0,2,0,0,4,0,6,6
"1480",0,0,0,1,0,0,0,1,1,3,2
"1481",0,1,0,0,1,0,1,2,0,4,4
"1482",0,0,0,0,0,0,0,0,0,0,0
"1483",0,1,0,0,1,0,1,1,1,1,0
"1484",0,2,1,0,1,0,1,1,1,2,1
"1485",0,0,0,0,0,0,0,0,0,0,0
"1486",1,2,1,0,1,1,1,1,1,1,0
"1487",0,1,0,0,2,0,1,1,0,3,3
"1488",0,1,1,1,1,2,1,1,1,1,0
"1489",0,0,0,0,0,0,0,0,0,0,0
"1490",0,2,0,1,2,1,0,1,1,6,5
"1491",0,0,0,0,0,0,0,0,0,0,0
"1492",0,1,0,0,1,0,1,1,0,2,2
"1493",0,0,0,0,1,0,0,0,0,1,1
"1494",0,0,0,0,0,0,0,1,0,2,2
"1495",0,2,0,0,3,1,2,1,0,4,4
"1496",0,1,0,0,1,0,0,1,0,1,1
"1497",0,0,0,0,0,0,0,0,0,0,0
"1498",0,0,0,0,0,0,0,0,0,0,0
"1499",0,1,0,0,0,0,0,0,0,1,1
"1500",0,0,0,0,0,0,0,0,0,1,1
"1501",0,0,0,0,0,0,0,0,0,0,0
"1502",0,2,0,0,2,0,1,1,0,2,2
"1503",1,0,1,0,0,0,0,1,1,2,1
"1504",0,0,0,0,0,0,0,1,0,3,3
"1505",0,1,0,0,1,0,0,1,0,2,2
"1506",0,1,0,0,1,0,0,1,0,1,1
"1507",0,0,0,0,0,0,0,0,0,0,0
"1508",0,0,0,0,2,0,1,1,0,2,2
"1509",0,1,0,0,1,1,1,1,0,1,1
"1510",0,0,0,0,0,0,0,0,0,0,0
"1511",0,0,0,0,1,0,0,1,0,2,2
"1512",0,1,0,0,0,0,0,2,0,2,2
"1513",0,1,0,0,1,0,0,0,0,2,2
"1514",0,0,0,0,0,0,0,0,1,0,-1
"1515",0,0,0,0,0,0,0,1,0,1,1
"1516",0,0,0,0,0,0,0,1,0,2,2
"1517",0,2,0,0,3,0,2,3,0,4,4
"1518",0,0,0,0,0,0,0,0,0,0,0
"1519",0,1,0,0,1,0,0,0,0,1,1
"1520",0,1,0,1,1,0,1,2,0,1,1
"1521",0,1,0,0,1,1,1,1,0,1,1
"1522",0,1,0,0,3,0,1,1,0,3,3
"1523",0,0,0,0,0,0,0,0,0,1,1
"1524",0,2,0,0,1,0,0,2,0,3,3
"1525",0,0,0,0,1,0,0,2,0,4,4
"1526",0,1,0,0,1,0,1,1,0,1,1
"1527",0,0,0,0,1,0,0,2,0,2,2
"1528",0,0,0,0,0,0,0,0,0,0,0
"1529",0,0,0,0,0,0,0,0,0,1,1
"1530",0,0,0,0,0,0,0,0,0,0,0
"1531",0,1,0,0,1,0,1,1,0,1,1
"1532",1,2,0,0,2,0,2,3,0,4,4
"1533",0,0,0,0,1,0,0,1,0,1,1
"1534",1,3,1,0,1,1,1,2,1,2,1
"1535",0,2,0,0,2,1,2,2,0,2,2
"1536",0,0,0,0,1,0,0,0,0,1,1
"1537",0,0,0,0,2,0,0,2,0,2,2
"1538",0,0,0,0,2,0,0,1,0,3,3
"1539",0,0,0,0,0,0,0,0,0,1,1
"1540",0,0,0,0,0,0,0,0,0,0,0
"1541",0,1,0,0,1,0,0,1,0,1,1
"1542",0,0,0,0,3,0,0,2,0,3,3
"1543",0,0,0,0,0,0,0,0,0,1,1
"1544",0,0,0,0,0,0,0,0,0,0,0
"1545",0,1,0,0,1,0,1,1,0,1,1
"1546",0,1,0,0,0,0,0,0,1,1,0
"1547",0,0,0,0,0,0,0,0,0,0,0
"1548",0,0,0,0,0,0,0,0,0,0,0
"1549",0,0,0,0,0,0,0,0,0,0,0
"1550",0,0,0,0,0,0,0,0,0,2,2
"1551",0,0,0,0,1,0,0,1,1,3,2
"1552",0,1,0,0,1,0,1,1,0,1,1
"1553",0,0,0,0,1,0,0,0,0,1,1
"1554",0,1,0,0,1,0,1,1,0,1,1
"1555",0,1,0,0,1,0,0,1,0,1,1
"1556",0,0,0,0,0,0,0,0,1,0,-1
"1557",0,0,0,0,0,0,0,0,0,0,0
"1558",0,0,0,0,1,0,0,1,0,1,1
"1559",0,0,0,0,0,1,0,1,1,2,1
"1560",0,1,0,0,1,0,0,2,0,2,2
"1561",0,0,0,0,0,0,0,0,0,0,0
"1562",0,1,0,0,1,0,1,1,0,1,1
"1563",0,0,0,0,0,0,0,0,0,0,0
"1564",0,1,0,0,1,0,1,2,0,3,3
"1565",0,1,0,0,1,0,1,1,0,1,1
"1566",1,0,1,1,1,1,0,0,1,3,2
"1567",0,2,0,0,1,0,1,1,0,2,2
"1568",0,0,0,0,0,1,0,0,1,0,-1
"1569",2,2,1,2,2,1,2,4,1,5,4
"1570",0,0,0,0,0,0,0,0,0,0,0
"1571",0,0,0,0,1,0,0,0,0,1,1
"1572",0,0,0,0,0,1,0,0,0,2,2
"1573",0,0,0,0,0,0,0,0,0,0,0
"1574",1,0,1,0,0,0,0,1,1,1,0
"1575",0,0,0,0,2,0,0,1,0,3,3
"1576",0,1,0,1,2,0,1,1,0,2,2
"1577",0,2,0,0,1,0,0,1,0,2,2
"1578",0,1,0,0,1,0,0,1,0,1,1
"1579",0,0,0,0,0,0,0,0,0,1,1
"1580",0,0,0,0,0,0,0,0,0,1,1
"1581",0,0,0,0,1,0,0,0,0,1,1
"1582",0,0,0,0,0,0,0,0,0,1,1
"1583",0,1,0,0,1,0,1,3,0,4,4
"1584",0,0,0,0,0,0,0,0,0,1,1
"1585",0,0,0,0,0,0,0,0,0,0,0
"1586",0,0,0,0,0,0,0,0,1,0,-1
"1587",0,2,0,0,1,0,0,1,0,2,2
"1588",0,0,0,0,0,0,0,0,0,0,0
"1589",0,1,0,0,1,0,0,1,0,1,1
"1590",0,0,0,0,0,0,0,0,0,0,0
"1591",0,1,0,0,1,0,0,1,0,2,2
"1592",0,0,0,0,0,0,0,0,0,0,0
"1593",0,0,0,0,0,1,0,1,1,1,0
"1594",0,0,0,0,0,0,0,0,0,1,1
"1595",0,0,0,0,0,0,0,0,0,0,0
"1596",0,0,0,0,0,0,0,0,0,0,0
"1597",0,1,0,0,2,0,0,2,0,2,2
"1598",1,3,1,1,2,1,1,2,1,2,1
"1599",0,0,0,0,0,0,0,0,0,0,0
"1600",0,0,0,0,0,0,0,0,0,1,1
"1601",0,2,0,0,1,0,1,0,1,1,0
"1602",0,1,0,0,1,0,1,0,0,1,1
"1603",0,1,0,0,1,0,0,1,0,1,1
"1604",0,0,0,0,0,0,0,0,0,0,0
"1605",0,1,0,0,1,0,1,1,0,1,1
"1606",0,1,0,0,1,0,0,1,0,1,1
"1607",0,0,0,0,1,0,1,1,0,1,1
"1608",0,1,0,0,0,0,0,0,0,0,0
"1609",0,0,0,0,0,0,0,0,0,0,0
"1610",0,1,0,0,1,1,1,1,1,2,1
"1611",0,0,0,0,1,0,0,1,0,1,1
"1612",0,1,0,0,1,0,1,1,0,1,1
"1613",0,0,0,0,0,0,0,0,0,1,1
"1614",0,0,0,0,0,0,0,0,0,0,0
"1615",0,0,0,0,0,0,0,0,0,0,0
"1616",0,2,0,0,1,0,1,2,0,1,1
"1617",0,1,0,0,0,0,0,0,0,2,2
"1618",0,0,0,0,0,0,0,0,0,0,0
"1619",0,0,0,0,1,0,0,1,0,1,1
"1620",0,0,0,0,0,0,0,0,0,0,0
"1621",0,0,0,0,0,0,0,1,0,1,1
"1622",0,0,0,0,0,0,0,0,0,0,0
"1623",0,1,0,0,1,0,1,1,0,1,1
"1624",0,0,0,0,0,0,0,0,0,1,1
"1625",0,0,0,0,0,0,0,0,0,0,0
"1626",0,0,0,0,0,0,0,0,0,0,0
"1627",0,0,0,0,0,0,0,0,0,0,0
"1628",0,0,0,0,0,0,0,0,0,1,1
"1629",0,0,0,0,0,0,0,0,0,0,0
"1630",0,1,0,0,1,0,0,1,0,1,1
"1631",0,0,0,0,1,0,0,1,0,1,1
"1632",0,0,0,0,0,0,0,0,0,0,0
"1633",1,2,1,0,1,1,1,1,1,1,0
"1634",0,0,0,0,0,0,0,0,0,0,0
"1635",0,0,0,0,0,0,0,0,0,0,0
"1636",0,0,0,0,0,0,0,0,0,0,0
"1637",0,0,0,0,0,0,0,0,0,0,0
"1638",1,1,1,0,1,0,1,1,1,1,0
"1639",0,1,0,0,1,0,1,1,0,2,2
"1640",0,0,0,0,0,0,0,0,0,0,0
"1641",3,6,3,3,5,4,3,9,8,13,5
"1642",1,1,1,1,3,2,1,3,2,10,8
"1643",1,3,0,1,2,1,1,2,2,4,2
"1644",0,0,1,1,0,1,0,0,1,0,-1
"1645",0,0,0,0,0,0,0,0,0,0,0
"1646",0,1,0,0,1,2,1,1,2,3,1
"1647",1,1,0,0,0,1,0,2,1,4,3
"1648",0,4,0,0,4,2,2,5,1,7,6
"1649",0,2,0,1,3,0,1,2,1,7,6
"1650",0,0,0,0,0,0,0,1,0,3,3
"1651",0,7,0,4,5,2,3,8,6,16,10
"1652",1,4,1,0,1,0,0,2,1,1,0
"1653",1,1,1,1,0,1,0,2,1,0,-1
"1654",1,0,1,1,1,1,0,2,0,2,2
"1655",0,0,0,0,0,0,0,0,0,1,1
"1656",1,3,2,1,2,1,2,4,2,5,3
"1657",0,0,0,0,0,0,0,1,0,2,2
"1658",0,1,0,0,1,0,1,1,0,2,2
"1659",0,1,0,1,1,1,1,3,2,4,2
"1660",0,0,0,1,0,1,0,0,1,0,-1
"1661",0,2,1,3,0,1,1,0,2,1,-1
"1662",0,2,0,0,0,0,0,2,0,2,2
"1663",0,0,0,0,0,0,0,0,0,0,0
"1664",0,2,0,0,1,0,1,1,1,1,0
"1665",0,0,1,0,1,1,0,1,0,6,6
"1666",0,0,0,0,0,0,0,0,0,0,0
"1667",0,0,0,1,0,1,0,0,1,0,-1
"1668",0,1,0,0,0,0,0,0,0,0,0
"1669",0,1,0,0,1,0,1,2,0,2,2
"1670",0,0,0,0,0,0,0,0,0,0,0
"1671",0,0,0,0,0,0,0,1,0,1,1
"1672",0,0,0,0,0,0,0,0,0,0,0
"1673",0,2,0,0,1,0,1,2,0,2,2
"1674",0,1,0,0,2,0,2,3,0,4,4
"1675",0,0,0,0,0,0,0,0,0,0,0
"1676",0,0,0,0,0,0,0,0,0,1,1
"1677",0,0,0,1,0,1,0,0,1,0,-1
"1678",0,0,0,0,0,0,0,0,0,1,1
"1679",0,0,0,0,0,0,0,0,0,0,0
"1680",0,1,0,0,1,0,1,1,0,1,1
"1681",0,0,0,0,0,0,0,0,0,0,0
"1682",0,1,0,0,1,0,1,1,1,1,0
"1683",0,0,0,0,0,0,0,0,0,1,1
"1684",0,0,1,1,0,1,1,0,1,0,-1
"1685",0,0,0,0,2,0,0,1,0,2,2
"1686",1,1,1,0,1,1,1,1,1,3,2
"1687",0,1,0,0,1,0,0,0,0,1,1
"1688",0,1,0,2,2,0,0,0,0,4,4
"1689",0,2,0,0,1,0,0,1,0,1,1
"1690",0,1,0,0,1,0,1,1,0,1,1
"1691",0,1,0,0,1,0,1,1,0,1,1
"1692",1,0,1,0,0,1,0,0,1,0,-1
"1693",0,0,0,0,0,0,0,0,0,0,0
"1694",0,0,0,0,0,0,0,1,0,1,1
"1695",0,1,0,0,1,0,1,1,0,1,1
"1696",0,0,0,0,1,0,0,1,0,1,1
"1697",0,1,0,0,1,0,0,1,0,2,2
"1698",0,0,0,0,0,0,0,0,0,1,1
"1699",0,1,0,0,1,0,1,1,0,1,1
"1700",0,0,1,1,1,0,0,1,0,2,2
"1701",0,0,0,0,0,0,0,0,0,0,0
"1702",0,0,0,0,0,0,1,0,0,1,1
"1703",0,1,0,0,1,0,1,1,0,3,3
"1704",0,8,1,0,6,2,0,7,3,16,13
"1705",3,5,3,1,4,3,2,11,4,14,10
"1706",0,0,1,0,0,1,0,1,0,5,5
"1707",0,0,0,0,1,0,0,1,0,1,1
"1708",0,0,0,0,0,0,0,0,0,0,0
"1709",0,2,0,0,3,0,1,4,0,10,10
"1710",0,1,0,0,1,0,0,0,0,1,1
"1711",0,1,1,1,2,1,1,2,1,2,1
"1712",0,1,0,1,0,0,0,0,1,0,-1
"1713",1,0,0,1,0,0,0,0,3,1,-2
"1714",0,2,0,0,3,1,1,2,1,5,4
"1715",0,0,0,0,0,0,0,0,0,2,2
"1716",0,4,0,2,7,2,2,9,2,16,14
"1717",0,0,0,0,0,0,0,0,0,0,0
"1718",1,1,1,0,1,0,0,1,1,2,1
"1719",0,2,0,0,2,1,2,5,0,6,6
"1720",0,1,0,0,3,0,1,3,0,3,3
"1721",2,10,0,1,11,1,4,14,3,26,23
"1722",0,0,0,0,0,0,0,1,0,2,2
"1723",0,0,0,0,0,0,0,0,0,0,0
"1724",0,3,0,1,5,0,1,3,1,6,5
"1725",0,0,0,0,0,1,0,1,1,2,1
"1726",0,0,0,0,1,0,0,1,1,1,0
"1727",0,0,0,0,0,0,0,0,0,1,1
"1728",0,0,0,0,1,0,0,0,0,1,1
"1729",1,0,0,1,1,1,0,2,1,4,3
"1730",0,0,0,0,2,0,0,2,1,3,2
"1731",0,1,0,0,0,0,0,0,0,1,1
"1732",0,0,0,0,0,0,0,0,0,3,3
"1733",0,0,0,0,0,0,0,0,0,0,0
"1734",0,3,0,0,2,1,1,1,0,3,3
"1735",0,1,0,0,1,0,0,1,0,1,1
"1736",0,0,0,0,1,0,0,0,0,1,1
"1737",0,0,0,0,0,0,0,0,0,1,1
"1738",0,0,0,0,0,0,0,1,0,2,2
"1739",0,0,0,0,2,0,1,2,0,6,6
"1740",1,3,0,0,2,0,1,5,2,5,3
"1741",0,0,0,0,0,0,0,0,0,1,1
"1742",0,1,0,0,2,1,0,4,2,7,5
"1743",0,0,0,0,0,0,0,0,0,0,0
"1744",0,0,0,0,0,0,0,0,0,0,0
"1745",0,3,0,0,4,0,3,2,0,4,4
"1746",1,1,1,1,2,2,1,4,1,8,7
"1747",0,2,0,0,2,0,1,2,0,2,2
"1748",0,1,0,0,1,0,1,4,0,5,5
"1749",0,0,0,0,1,0,0,0,0,1,1
"1750",0,0,0,0,0,0,0,0,0,0,0
"1751",0,0,0,0,0,0,0,0,0,1,1
"1752",0,0,0,0,0,0,0,0,0,0,0
"1753",0,1,0,0,1,1,1,1,0,1,1
"1754",0,0,0,0,0,0,0,0,0,0,0
"1755",0,2,0,0,1,1,0,3,1,4,3
"1756",0,0,0,1,0,0,0,2,0,0,0
"1757",0,2,0,0,1,0,1,0,0,2,2
"1758",3,4,1,3,7,4,0,7,4,20,16
"1759",0,0,0,0,0,0,0,2,1,5,4
"1760",0,2,0,1,1,0,1,2,0,4,4
"1761",1,0,1,1,1,1,0,1,1,4,3
"1762",0,0,0,0,0,0,0,0,0,0,0
"1763",0,0,0,2,2,2,0,3,2,5,3
"1764",1,2,0,1,2,0,0,4,1,10,9
"1765",1,1,1,0,1,1,1,2,2,4,2
"1766",0,2,0,0,1,0,1,4,2,7,5
"1767",0,1,1,0,2,1,0,2,3,8,5
"1768",1,0,0,1,0,1,0,2,1,2,1
"1769",0,2,0,1,1,0,0,1,0,3,3
"1770",0,3,0,0,2,0,1,3,1,4,3
"1771",0,2,0,0,2,0,1,1,0,4,4
"1772",0,1,0,0,1,0,1,2,0,3,3
"1773",1,5,1,2,5,2,0,2,2,7,5
"1774",1,0,1,1,0,0,0,0,2,0,-2
"1775",0,1,0,0,2,0,1,4,0,5,5
"1776",0,1,0,0,2,0,2,2,0,6,6
"1777",0,2,0,0,3,0,1,3,0,7,7
"1778",0,0,0,0,0,0,0,0,1,0,-1
"1779",1,0,1,1,0,1,0,0,1,0,-1
"1780",0,2,0,0,2,1,3,4,1,4,3
"1781",0,2,0,0,3,0,1,2,0,5,5
"1782",0,1,0,0,1,0,1,1,0,2,2
"1783",1,2,1,1,1,2,1,3,2,3,1
"1784",1,1,1,1,1,1,2,2,1,2,1
"1785",0,1,0,0,4,0,1,3,0,6,6
"1786",0,1,0,0,1,0,0,2,0,5,5
"1787",0,0,0,0,0,0,0,1,0,0,0
"1788",0,0,0,0,0,0,0,0,0,1,1
"1789",0,0,0,0,1,0,0,1,0,1,1
"1790",0,1,0,0,1,0,1,1,0,3,3
"1791",1,0,1,0,0,0,0,1,1,1,0
"1792",0,1,1,0,1,0,0,4,2,6,4
"1793",0,2,0,1,2,0,1,1,0,3,3
"1794",0,0,0,0,0,0,0,3,0,5,5
"1795",0,0,0,0,0,0,0,0,0,2,2
"1796",0,0,0,0,0,0,0,2,0,4,4
"1797",0,1,0,0,1,0,1,1,1,2,1
"1798",0,0,0,0,0,0,0,0,0,1,1
"1799",1,3,0,1,0,1,1,1,1,0,-1
"1800",0,1,0,0,1,0,1,1,0,2,2
"1801",0,1,0,0,0,1,0,0,0,1,1
"1802",0,0,1,0,0,0,0,0,1,1,0
"1803",0,0,0,0,0,0,0,1,0,5,5
"1804",0,0,0,0,0,0,0,1,0,0,0
"1805",0,0,0,0,0,1,0,0,1,0,-1
"1806",0,3,0,0,2,0,1,2,0,4,4
"1807",0,2,0,0,2,0,1,2,0,2,2
"1808",0,0,0,0,0,0,0,1,0,2,2
"1809",0,0,0,0,0,0,0,0,0,0,0
"1810",1,0,1,1,0,1,0,1,1,2,1
"1811",0,1,0,0,2,0,0,1,0,4,4
"1812",0,0,0,0,1,0,0,1,0,2,2
"1813",0,1,0,0,1,0,0,1,0,1,1
"1814",0,0,0,0,0,0,0,0,0,0,0
"1815",0,1,0,0,1,0,0,1,0,2,2
"1816",0,0,1,0,0,0,0,0,1,0,-1
"1817",0,1,0,1,2,0,1,3,0,4,4
"1818",0,5,0,1,6,0,1,4,0,6,6
"1819",1,0,0,0,0,0,0,0,0,0,0
"1820",0,1,1,0,0,0,0,0,1,0,-1
"1821",0,1,0,0,2,0,1,2,0,3,3
"1822",0,1,0,0,1,0,0,3,0,4,4
"1823",0,1,0,1,1,0,0,0,0,1,1
"1824",0,0,0,0,1,0,1,1,0,2,2
"1825",0,2,0,0,2,0,1,2,0,2,2
"1826",0,2,0,0,2,0,1,2,0,2,2
"1827",0,0,0,0,0,0,0,0,0,1,1
"1828",0,1,0,0,1,1,0,1,0,2,2
"1829",0,1,0,0,2,1,3,3,1,2,1
"1830",0,0,0,0,0,0,0,0,0,1,1
"1831",0,1,0,0,1,0,0,1,0,2,2
"1832",0,0,0,0,0,1,0,0,2,1,-1
"1833",0,1,0,0,1,0,2,1,0,4,4
"1834",0,1,0,0,0,0,0,1,0,2,2
"1835",0,1,0,0,1,0,1,1,0,1,1
"1836",0,0,0,0,0,0,0,0,0,1,1
"1837",0,0,0,0,0,0,0,0,0,0,0
"1838",0,0,0,0,0,0,0,0,0,1,1
"1839",1,2,1,1,2,0,1,2,0,3,3
"1840",1,1,0,0,1,0,1,1,1,2,1
"1841",1,1,1,0,1,0,1,1,2,1,-1
"1842",0,2,0,0,2,0,2,1,0,3,3
"1843",0,1,0,0,3,0,1,3,0,5,5
"1844",0,5,0,0,4,1,2,4,2,5,3
"1845",2,3,0,2,2,1,0,2,2,2,0
"1846",0,1,0,0,0,0,1,4,0,5,5
"1847",0,1,0,0,1,1,0,0,0,2,2
"1848",0,0,0,0,1,0,0,1,0,3,3
"1849",0,0,0,0,0,0,0,0,0,0,0
"1850",0,1,0,0,2,0,1,2,0,2,2
"1851",0,0,0,0,1,0,0,0,0,1,1
"1852",0,1,0,0,1,1,1,1,1,1,0
"1853",0,6,0,0,5,0,2,5,1,7,6
"1854",0,1,0,0,1,0,1,1,0,1,1
"1855",1,1,1,0,0,0,0,0,1,0,-1
"1856",0,0,0,0,0,0,0,0,0,0,0
"1857",0,0,0,0,0,0,0,0,0,1,1
"1858",0,0,0,0,0,1,0,1,0,1,1
